experiment_id,nr_of_subjects,is_control,questionnaire_applied_after,reference_of_experience,subject_health,quest_abbreviation,pubmed_id,doi,main_author,date_published,reference_text,abstract_text,paper_link,dosage_quantity,dosage_unit,info_induction,induction_method,injection_method,Affect_mean,Affect_std,Cognition_mean,Cognition_std,Intensity_mean,Intensity_std,Perception_mean,Perception_std,Somaesthesia_mean,Somaesthesia_std,Volition_mean,Volition_std
201,8,0,60+,NULL,healthy,HRS,23135605,10.1007/s00213-012-2912-9,"MacLean KA","2013 Mar","MacLean, K.A., Johnson, M.W., Reissig, C.J., Prisinzano, T.E. & Griffiths, R.R. (2013) Dose-related effects of salvinorin A in humans: dissociative, hallucinogenic, and memory effects. Psychopharmacology, 2, 381-92.","RATIONALE: Salvinorin A is a kappa opioid agonist and the principal psychoactive 
constituent of the plant Salvia divinorum, which has increased in popularity as a
recreational drug over the past decade. Few human studies have examined
salvinorin A.
OBJECTIVE: This double-blind, placebo-controlled study evaluated the dose-related
effects of inhaled salvinorin A in individuals with histories of hallucinogen
use.
METHODS: Eight healthy hallucinogen-using adults inhaled up to 16 doses of
salvinorin A (0.375-21Â Î¼g/kg) in ascending order. Physiological, behavioral, and 
subjective effects were assessed every 2Â min for 60Â min after administration.
Qualitative subjective effects were assessed retrospectively via questionnaires
at the end of sessions. Persisting effects were assessed 1Â month later.
RESULTS: Orderly dose-related effects peaked at 2Â min and then rapidly
dissipated, replicating previous findings. Subjective effects were intense, with 
maximal drug strength ratings or unresponsiveness frequently observed at high
doses. Questionnaires assessing qualitative effects (Hallucinogen Rating Scale,
Pharmacological Class Questionnaire) suggested some overlap with serotonergically
mediated classic hallucinogens. Salvinorin A also produced dose-related
dissociative effects and impairments in recall/recognition memory. At 1-month
follow-up, there was no evidence of persisting adverse effects. Participants
reported that salvinorin A effects were qualitatively different from other drugs.
CONCLUSIONS: Salvinorin A produces a unique profile of subjective and cognitive
effects, including strong dissociative effects and memory impairment, which only 
partially overlap with classic hallucinogen effects. Along with nonhuman studies 
of salvinorin A, these results are important for understanding the neurobiology
of the kappa opioid system and may ultimately have important therapeutic
applications.",NULL,10.5,µg/kg,"Doses were blindly administered in ascending order; placebo placed in a random position; ""On each
session, the participant inhaled slowly for 40 s, while a flask containing salvinorin A was heated, followed by a verbally cued exhale.""",Salvinorin-A,inhalation,1.08,NULL,0.75,NULL,2.34,NULL,0.84,NULL,0.89,NULL,1.52,NULL
202,8,0,60+,NULL,healthy,HRS,23135605,10.1007/s00213-012-2912-9,"MacLean KA","2013 Mar","MacLean, K.A., Johnson, M.W., Reissig, C.J., Prisinzano, T.E. & Griffiths, R.R. (2013) Dose-related effects of salvinorin A in humans: dissociative, hallucinogenic, and memory effects. Psychopharmacology, 2, 381-92.","RATIONALE: Salvinorin A is a kappa opioid agonist and the principal psychoactive 
constituent of the plant Salvia divinorum, which has increased in popularity as a
recreational drug over the past decade. Few human studies have examined
salvinorin A.
OBJECTIVE: This double-blind, placebo-controlled study evaluated the dose-related
effects of inhaled salvinorin A in individuals with histories of hallucinogen
use.
METHODS: Eight healthy hallucinogen-using adults inhaled up to 16 doses of
salvinorin A (0.375-21Â Î¼g/kg) in ascending order. Physiological, behavioral, and 
subjective effects were assessed every 2Â min for 60Â min after administration.
Qualitative subjective effects were assessed retrospectively via questionnaires
at the end of sessions. Persisting effects were assessed 1Â month later.
RESULTS: Orderly dose-related effects peaked at 2Â min and then rapidly
dissipated, replicating previous findings. Subjective effects were intense, with 
maximal drug strength ratings or unresponsiveness frequently observed at high
doses. Questionnaires assessing qualitative effects (Hallucinogen Rating Scale,
Pharmacological Class Questionnaire) suggested some overlap with serotonergically
mediated classic hallucinogens. Salvinorin A also produced dose-related
dissociative effects and impairments in recall/recognition memory. At 1-month
follow-up, there was no evidence of persisting adverse effects. Participants
reported that salvinorin A effects were qualitatively different from other drugs.
CONCLUSIONS: Salvinorin A produces a unique profile of subjective and cognitive
effects, including strong dissociative effects and memory impairment, which only 
partially overlap with classic hallucinogen effects. Along with nonhuman studies 
of salvinorin A, these results are important for understanding the neurobiology
of the kappa opioid system and may ultimately have important therapeutic
applications.",NULL,12,µg/kg,"Doses were blindly administered in ascending order; placebo placed in a random position; ""On each
session, the participant inhaled slowly for 40 s, while a flask containing salvinorin A was heated, followed by a verbally cued exhale.""",Salvinorin-A,inhalation,1.31,NULL,0.93,NULL,2.56,NULL,0.94,NULL,1.11,NULL,1.80,NULL
203,8,0,60+,NULL,healthy,HRS,23135605,10.1007/s00213-012-2912-9,"MacLean KA","2013 Mar","MacLean, K.A., Johnson, M.W., Reissig, C.J., Prisinzano, T.E. & Griffiths, R.R. (2013) Dose-related effects of salvinorin A in humans: dissociative, hallucinogenic, and memory effects. Psychopharmacology, 2, 381-92.","RATIONALE: Salvinorin A is a kappa opioid agonist and the principal psychoactive 
constituent of the plant Salvia divinorum, which has increased in popularity as a
recreational drug over the past decade. Few human studies have examined
salvinorin A.
OBJECTIVE: This double-blind, placebo-controlled study evaluated the dose-related
effects of inhaled salvinorin A in individuals with histories of hallucinogen
use.
METHODS: Eight healthy hallucinogen-using adults inhaled up to 16 doses of
salvinorin A (0.375-21Â Î¼g/kg) in ascending order. Physiological, behavioral, and 
subjective effects were assessed every 2Â min for 60Â min after administration.
Qualitative subjective effects were assessed retrospectively via questionnaires
at the end of sessions. Persisting effects were assessed 1Â month later.
RESULTS: Orderly dose-related effects peaked at 2Â min and then rapidly
dissipated, replicating previous findings. Subjective effects were intense, with 
maximal drug strength ratings or unresponsiveness frequently observed at high
doses. Questionnaires assessing qualitative effects (Hallucinogen Rating Scale,
Pharmacological Class Questionnaire) suggested some overlap with serotonergically
mediated classic hallucinogens. Salvinorin A also produced dose-related
dissociative effects and impairments in recall/recognition memory. At 1-month
follow-up, there was no evidence of persisting adverse effects. Participants
reported that salvinorin A effects were qualitatively different from other drugs.
CONCLUSIONS: Salvinorin A produces a unique profile of subjective and cognitive
effects, including strong dissociative effects and memory impairment, which only 
partially overlap with classic hallucinogen effects. Along with nonhuman studies 
of salvinorin A, these results are important for understanding the neurobiology
of the kappa opioid system and may ultimately have important therapeutic
applications.",NULL,13.5,µg/kg,"Doses were blindly administered in ascending order; placebo placed in a random position; ""On each
session, the participant inhaled slowly for 40 s, while a flask containing salvinorin A was heated, followed by a verbally cued exhale.""",Salvinorin-A,inhalation,1.04,NULL,0.46,NULL,2.28,NULL,0.92,NULL,0.78,NULL,1.55,NULL
204,8,0,60+,NULL,healthy,HRS,23135605,10.1007/s00213-012-2912-9,"MacLean KA","2013 Mar","MacLean, K.A., Johnson, M.W., Reissig, C.J., Prisinzano, T.E. & Griffiths, R.R. (2013) Dose-related effects of salvinorin A in humans: dissociative, hallucinogenic, and memory effects. Psychopharmacology, 2, 381-92.","RATIONALE: Salvinorin A is a kappa opioid agonist and the principal psychoactive 
constituent of the plant Salvia divinorum, which has increased in popularity as a
recreational drug over the past decade. Few human studies have examined
salvinorin A.
OBJECTIVE: This double-blind, placebo-controlled study evaluated the dose-related
effects of inhaled salvinorin A in individuals with histories of hallucinogen
use.
METHODS: Eight healthy hallucinogen-using adults inhaled up to 16 doses of
salvinorin A (0.375-21Â Î¼g/kg) in ascending order. Physiological, behavioral, and 
subjective effects were assessed every 2Â min for 60Â min after administration.
Qualitative subjective effects were assessed retrospectively via questionnaires
at the end of sessions. Persisting effects were assessed 1Â month later.
RESULTS: Orderly dose-related effects peaked at 2Â min and then rapidly
dissipated, replicating previous findings. Subjective effects were intense, with 
maximal drug strength ratings or unresponsiveness frequently observed at high
doses. Questionnaires assessing qualitative effects (Hallucinogen Rating Scale,
Pharmacological Class Questionnaire) suggested some overlap with serotonergically
mediated classic hallucinogens. Salvinorin A also produced dose-related
dissociative effects and impairments in recall/recognition memory. At 1-month
follow-up, there was no evidence of persisting adverse effects. Participants
reported that salvinorin A effects were qualitatively different from other drugs.
CONCLUSIONS: Salvinorin A produces a unique profile of subjective and cognitive
effects, including strong dissociative effects and memory impairment, which only 
partially overlap with classic hallucinogen effects. Along with nonhuman studies 
of salvinorin A, these results are important for understanding the neurobiology
of the kappa opioid system and may ultimately have important therapeutic
applications.",NULL,15,µg/kg,"Doses were blindly administered in ascending order; placebo placed in a random position; ""On each
session, the participant inhaled slowly for 40 s, while a flask containing salvinorin A was heated, followed by a verbally cued exhale.""",Salvinorin-A,inhalation,1.32,NULL,1.02,NULL,2.69,NULL,1.07,NULL,1.20,NULL,1.72,NULL
205,8,0,60+,NULL,healthy,HRS,23135605,10.1007/s00213-012-2912-9,"MacLean KA","2013 Mar","MacLean, K.A., Johnson, M.W., Reissig, C.J., Prisinzano, T.E. & Griffiths, R.R. (2013) Dose-related effects of salvinorin A in humans: dissociative, hallucinogenic, and memory effects. Psychopharmacology, 2, 381-92.","RATIONALE: Salvinorin A is a kappa opioid agonist and the principal psychoactive 
constituent of the plant Salvia divinorum, which has increased in popularity as a
recreational drug over the past decade. Few human studies have examined
salvinorin A.
OBJECTIVE: This double-blind, placebo-controlled study evaluated the dose-related
effects of inhaled salvinorin A in individuals with histories of hallucinogen
use.
METHODS: Eight healthy hallucinogen-using adults inhaled up to 16 doses of
salvinorin A (0.375-21Â Î¼g/kg) in ascending order. Physiological, behavioral, and 
subjective effects were assessed every 2Â min for 60Â min after administration.
Qualitative subjective effects were assessed retrospectively via questionnaires
at the end of sessions. Persisting effects were assessed 1Â month later.
RESULTS: Orderly dose-related effects peaked at 2Â min and then rapidly
dissipated, replicating previous findings. Subjective effects were intense, with 
maximal drug strength ratings or unresponsiveness frequently observed at high
doses. Questionnaires assessing qualitative effects (Hallucinogen Rating Scale,
Pharmacological Class Questionnaire) suggested some overlap with serotonergically
mediated classic hallucinogens. Salvinorin A also produced dose-related
dissociative effects and impairments in recall/recognition memory. At 1-month
follow-up, there was no evidence of persisting adverse effects. Participants
reported that salvinorin A effects were qualitatively different from other drugs.
CONCLUSIONS: Salvinorin A produces a unique profile of subjective and cognitive
effects, including strong dissociative effects and memory impairment, which only 
partially overlap with classic hallucinogen effects. Along with nonhuman studies 
of salvinorin A, these results are important for understanding the neurobiology
of the kappa opioid system and may ultimately have important therapeutic
applications.",NULL,16.5,µg/kg,"Doses were blindly administered in ascending order; placebo placed in a random position; ""On each
session, the participant inhaled slowly for 40 s, while a flask containing salvinorin A was heated, followed by a verbally cued exhale.""",Salvinorin-A,inhalation,1.11,NULL,0.96,NULL,2.41,NULL,0.96,NULL,0.97,NULL,1.72,NULL
206,8,0,60+,NULL,healthy,HRS,23135605,10.1007/s00213-012-2912-9,"MacLean KA","2013 Mar","MacLean, K.A., Johnson, M.W., Reissig, C.J., Prisinzano, T.E. & Griffiths, R.R. (2013) Dose-related effects of salvinorin A in humans: dissociative, hallucinogenic, and memory effects. Psychopharmacology, 2, 381-92.","RATIONALE: Salvinorin A is a kappa opioid agonist and the principal psychoactive 
constituent of the plant Salvia divinorum, which has increased in popularity as a
recreational drug over the past decade. Few human studies have examined
salvinorin A.
OBJECTIVE: This double-blind, placebo-controlled study evaluated the dose-related
effects of inhaled salvinorin A in individuals with histories of hallucinogen
use.
METHODS: Eight healthy hallucinogen-using adults inhaled up to 16 doses of
salvinorin A (0.375-21Â Î¼g/kg) in ascending order. Physiological, behavioral, and 
subjective effects were assessed every 2Â min for 60Â min after administration.
Qualitative subjective effects were assessed retrospectively via questionnaires
at the end of sessions. Persisting effects were assessed 1Â month later.
RESULTS: Orderly dose-related effects peaked at 2Â min and then rapidly
dissipated, replicating previous findings. Subjective effects were intense, with 
maximal drug strength ratings or unresponsiveness frequently observed at high
doses. Questionnaires assessing qualitative effects (Hallucinogen Rating Scale,
Pharmacological Class Questionnaire) suggested some overlap with serotonergically
mediated classic hallucinogens. Salvinorin A also produced dose-related
dissociative effects and impairments in recall/recognition memory. At 1-month
follow-up, there was no evidence of persisting adverse effects. Participants
reported that salvinorin A effects were qualitatively different from other drugs.
CONCLUSIONS: Salvinorin A produces a unique profile of subjective and cognitive
effects, including strong dissociative effects and memory impairment, which only 
partially overlap with classic hallucinogen effects. Along with nonhuman studies 
of salvinorin A, these results are important for understanding the neurobiology
of the kappa opioid system and may ultimately have important therapeutic
applications.",NULL,18,µg/kg,"Doses were blindly administered in ascending order; placebo placed in a random position; ""On each
session, the participant inhaled slowly for 40 s, while a flask containing salvinorin A was heated, followed by a verbally cued exhale.""",Salvinorin-A,inhalation,1.42,NULL,1.00,NULL,2.56,NULL,1.08,NULL,1.03,NULL,1.86,NULL
207,8,0,60+,NULL,healthy,HRS,23135605,10.1007/s00213-012-2912-9,"MacLean KA","2013 Mar","MacLean, K.A., Johnson, M.W., Reissig, C.J., Prisinzano, T.E. & Griffiths, R.R. (2013) Dose-related effects of salvinorin A in humans: dissociative, hallucinogenic, and memory effects. Psychopharmacology, 2, 381-92.","RATIONALE: Salvinorin A is a kappa opioid agonist and the principal psychoactive 
constituent of the plant Salvia divinorum, which has increased in popularity as a
recreational drug over the past decade. Few human studies have examined
salvinorin A.
OBJECTIVE: This double-blind, placebo-controlled study evaluated the dose-related
effects of inhaled salvinorin A in individuals with histories of hallucinogen
use.
METHODS: Eight healthy hallucinogen-using adults inhaled up to 16 doses of
salvinorin A (0.375-21Â Î¼g/kg) in ascending order. Physiological, behavioral, and 
subjective effects were assessed every 2Â min for 60Â min after administration.
Qualitative subjective effects were assessed retrospectively via questionnaires
at the end of sessions. Persisting effects were assessed 1Â month later.
RESULTS: Orderly dose-related effects peaked at 2Â min and then rapidly
dissipated, replicating previous findings. Subjective effects were intense, with 
maximal drug strength ratings or unresponsiveness frequently observed at high
doses. Questionnaires assessing qualitative effects (Hallucinogen Rating Scale,
Pharmacological Class Questionnaire) suggested some overlap with serotonergically
mediated classic hallucinogens. Salvinorin A also produced dose-related
dissociative effects and impairments in recall/recognition memory. At 1-month
follow-up, there was no evidence of persisting adverse effects. Participants
reported that salvinorin A effects were qualitatively different from other drugs.
CONCLUSIONS: Salvinorin A produces a unique profile of subjective and cognitive
effects, including strong dissociative effects and memory impairment, which only 
partially overlap with classic hallucinogen effects. Along with nonhuman studies 
of salvinorin A, these results are important for understanding the neurobiology
of the kappa opioid system and may ultimately have important therapeutic
applications.",NULL,19.5,µg/kg,"Doses were blindly administered in ascending order; placebo placed in a random position; ""On each
session, the participant inhaled slowly for 40 s, while a flask containing salvinorin A was heated, followed by a verbally cued exhale.""",Salvinorin-A,inhalation,1.40,NULL,1.01,NULL,2.78,NULL,1.32,NULL,1.12,NULL,1.73,NULL
230,8,0,60,NULL,healthy,HRS,26047623,10.1093/ijnp/pyv065,"Maqueda AE","2015 Jun 5","Maqueda, A.E., Valle, M., Addy, P.H., Antonijoan, R.M., Puntes, M., Coimbra, J., Ballester, M.R., Garrido, M., GonzÃ¡lez, M., Claramunt, J., Barker, S., Johnson, M.W., Griffiths, R.R. & Riba, J. (2015) Salvinorin-A Induces Intense Dissociative Effects, Blocking External Sensory Perception and Modulating Interoception and Sense of Body Ownership in Humans. The international journal of neuropsychopharmacology, 12, .","BACKGROUND: Salvinorin-A is a terpene with agonist properties at the kappa-opioid
receptor, the binding site of endogenous dynorphins. Salvinorin-A is found in
Salvia divinorum, a psychoactive plant traditionally used by the Mazatec people
of Oaxaca, Mexico, for medicinal and spiritual purposes. Previous studies with
the plant and salvinorin-A have reported psychedelic-like changes in perception, 
but also unusual changes in body awareness and detachment from external reality. 
Here we comprehensively studied the profiles of subjective effects of increasing 
doses of salvinorin-A in healthy volunteers, with a special emphasis on
interoception.
METHODS: A placebo and three increasing doses of vaporized salvinorin-A (0.25,
0.50, and 1mg) were administered to eight healthy volunteers with previous
experience in the use of psychedelics. Drug effects were assessed using a battery
of questionnaires that included, among others, the Hallucinogen Rating Scale, the
Altered States of Consciousness, and a new instrument that evaluates different
aspects of body awareness: the Multidimensional Assessment for Interoceptive
Awareness.
RESULTS: Salvinorin-A led to a disconnection from external reality, induced
elaborate visions and auditory phenomena, and modified interoception. The lower
doses increased somatic sensations, but the highest dose led to a sense of a
complete loss of contact with the body.
CONCLUSIONS: Salvinorin-A induced intense psychotropic effects characterized by a
dose-dependent gating of external audio-visual information and an inverted-U
dose-response effect on body awareness. These results suggest a prominent role
for the kappa opioid receptor in the regulation of sensory perception,
interoception, and the sense of body ownership in humans.",NULL,0.25,mg,"Individual doses were prepared in vials that contained the salvinorin
 dose dissolved in 1 ml of acetone vehicle. Placebo vials contained the 1 ml acetone vehicle only",Salvinorin-A,inhalation,0.70,0.22,0.30,0.28,1.15,0.59,0.30,0.14,0.50,0.20,0.95,0.54
231,8,0,60,NULL,healthy,HRS,26047623,10.1093/ijnp/pyv065,"Maqueda AE","2015 Jun 5","Maqueda, A.E., Valle, M., Addy, P.H., Antonijoan, R.M., Puntes, M., Coimbra, J., Ballester, M.R., Garrido, M., GonzÃ¡lez, M., Claramunt, J., Barker, S., Johnson, M.W., Griffiths, R.R. & Riba, J. (2015) Salvinorin-A Induces Intense Dissociative Effects, Blocking External Sensory Perception and Modulating Interoception and Sense of Body Ownership in Humans. The international journal of neuropsychopharmacology, 12, .","BACKGROUND: Salvinorin-A is a terpene with agonist properties at the kappa-opioid
receptor, the binding site of endogenous dynorphins. Salvinorin-A is found in
Salvia divinorum, a psychoactive plant traditionally used by the Mazatec people
of Oaxaca, Mexico, for medicinal and spiritual purposes. Previous studies with
the plant and salvinorin-A have reported psychedelic-like changes in perception, 
but also unusual changes in body awareness and detachment from external reality. 
Here we comprehensively studied the profiles of subjective effects of increasing 
doses of salvinorin-A in healthy volunteers, with a special emphasis on
interoception.
METHODS: A placebo and three increasing doses of vaporized salvinorin-A (0.25,
0.50, and 1mg) were administered to eight healthy volunteers with previous
experience in the use of psychedelics. Drug effects were assessed using a battery
of questionnaires that included, among others, the Hallucinogen Rating Scale, the
Altered States of Consciousness, and a new instrument that evaluates different
aspects of body awareness: the Multidimensional Assessment for Interoceptive
Awareness.
RESULTS: Salvinorin-A led to a disconnection from external reality, induced
elaborate visions and auditory phenomena, and modified interoception. The lower
doses increased somatic sensations, but the highest dose led to a sense of a
complete loss of contact with the body.
CONCLUSIONS: Salvinorin-A induced intense psychotropic effects characterized by a
dose-dependent gating of external audio-visual information and an inverted-U
dose-response effect on body awareness. These results suggest a prominent role
for the kappa opioid receptor in the regulation of sensory perception,
interoception, and the sense of body ownership in humans.",NULL,0.5,mg,"Individual doses were prepared in vials that contained the salvinorin
 dose dissolved in 1 ml of acetone vehicle. Placebo vials contained the 1 ml acetone vehicle only",Salvinorin-A,inhalation,1.30,0.30,0.80,0.42,2.45,0.30,1.00,0.28,1.05,0.48,1.95,0.53
232,8,0,60,NULL,healthy,HRS,26047623,10.1093/ijnp/pyv065,"Maqueda AE","2015 Jun 5","Maqueda, A.E., Valle, M., Addy, P.H., Antonijoan, R.M., Puntes, M., Coimbra, J., Ballester, M.R., Garrido, M., GonzÃ¡lez, M., Claramunt, J., Barker, S., Johnson, M.W., Griffiths, R.R. & Riba, J. (2015) Salvinorin-A Induces Intense Dissociative Effects, Blocking External Sensory Perception and Modulating Interoception and Sense of Body Ownership in Humans. The international journal of neuropsychopharmacology, 12, .","BACKGROUND: Salvinorin-A is a terpene with agonist properties at the kappa-opioid
receptor, the binding site of endogenous dynorphins. Salvinorin-A is found in
Salvia divinorum, a psychoactive plant traditionally used by the Mazatec people
of Oaxaca, Mexico, for medicinal and spiritual purposes. Previous studies with
the plant and salvinorin-A have reported psychedelic-like changes in perception, 
but also unusual changes in body awareness and detachment from external reality. 
Here we comprehensively studied the profiles of subjective effects of increasing 
doses of salvinorin-A in healthy volunteers, with a special emphasis on
interoception.
METHODS: A placebo and three increasing doses of vaporized salvinorin-A (0.25,
0.50, and 1mg) were administered to eight healthy volunteers with previous
experience in the use of psychedelics. Drug effects were assessed using a battery
of questionnaires that included, among others, the Hallucinogen Rating Scale, the
Altered States of Consciousness, and a new instrument that evaluates different
aspects of body awareness: the Multidimensional Assessment for Interoceptive
Awareness.
RESULTS: Salvinorin-A led to a disconnection from external reality, induced
elaborate visions and auditory phenomena, and modified interoception. The lower
doses increased somatic sensations, but the highest dose led to a sense of a
complete loss of contact with the body.
CONCLUSIONS: Salvinorin-A induced intense psychotropic effects characterized by a
dose-dependent gating of external audio-visual information and an inverted-U
dose-response effect on body awareness. These results suggest a prominent role
for the kappa opioid receptor in the regulation of sensory perception,
interoception, and the sense of body ownership in humans.",NULL,1,mg,"Individual doses were prepared in vials that contained the salvinorin
 dose dissolved in 1 ml of acetone vehicle. Placebo vials contained the 1 ml acetone vehicle only",Salvinorin-A,inhalation,1.60,0.28,1.50,0.28,2.80,0.35,1.45,0.49,1.25,0.28,2.25,0.44
256,12,0,"not collected",NULL,healthy,HRS,26874330,10.1093/ijnp/pyw016,"Maqueda AE","2016 Jul","Maqueda, A.E., Valle, M., Addy, P.H., Antonijoan, R.M., Puntes, M., Coimbra, J., Ballester, M.R., Garrido, M., GonzÃ¡lez, M., Claramunt, J., Barker, S., Lomnicka, I., Waguespack, M., Johnson, M.W., Griffiths, R.R. & Riba, J. (2016) Naltrexone but Not Ketanserin Antagonizes the Subjective, Cardiovascular, and Neuroendocrine Effects of Salvinorin-A in Humans. The international journal of neuropsychopharmacology, 7, .","BACKGROUND: Salvinorin-A is a terpene found in the leaves of the plant Salvia
divinorum. When administered to humans, salvinorin-A induces an intense but
short-lasting modified state of awareness, sharing features with those induced by
the classical serotonin-2A receptor agonist psychedelics. However, unlike
substances such as psilocybin or mescaline, salvinorin-A shows agonist activity
at the kappa-opioid receptor rather than at the serotonin-2A receptor. Here, we
assessed the involvement of kappa-opioid receptor and serotonin-2A agonism in the
subjective, cardiovascular, and neuroendocrine effects of salvinorin-A in humans.
METHODS: We conducted a placebo-controlled, randomized, double-blind study with 2
groups of 12 healthy volunteers with experience with psychedelic drugs. There
were 4 experimental sessions. In group 1, participants received the following
treatment combinations: placebo+placebo, placebo+salvinorin-A,
naltrexone+placebo, and naltrexone+salvinorin-A. Naltrexone, a nonspecific opioid
receptor antagonist, was administered at a dose of 50mg orally. In group 2,
participants received the treatment combinations: placebo+placebo,
placebo+salvinorin-A, ketanserin+placebo, and ketanserin+salvinorin-A.
Ketanserin, a selective serotonin-2A antagonist, was administered at a dose of
40mg orally.
RESULTS: Inhalation of 1mg of vaporized salvinorin-A led to maximum plasma
concentrations at 1 and 2 minutes after dosing. When administered alone,
salvinorin-A severely reduced external sensory perception and induced intense
visual and auditory modifications, increased systolic blood pressure, and
cortisol and prolactin release. These effects were effectively blocked by
naltrexone, but not by ketanserin.
CONCLUSIONS: Results support kappa opioid receptor agonism as the mechanism of
action underlying the subjective and physiological effects of salvinorin-A in
humans and rule out the involvement of a serotonin-2A-mediated mechanism.",NULL,1,mg,"Group 1 treatment combinations: placebo + placebo, placebo + salvinorin-A, naltrexone + placebo, and naltrexone + salvinorin-A. Salvinorin-A was inhaled, naltrexone taken orally. Salvinorin-A was inhaled 1h after naltrexone. ""Oral capsules were prepared
containing either 50mg naltrexone, 40mg ketanserin, or lactose
placebo."" ""Thesecapsules were administered 1 hour prior to salvinorin-A vapori-zation and inhalation...""",Salvinorin-A,inhalation,2.97,1.33,3.20,1.68,5.15,1.04,2.90,1.58,2.70,1.27,3.93,1.39
257,12,0,"not collected",NULL,healthy,HRS,26874330,10.1093/ijnp/pyw016,"Maqueda AE","2016 Jul","Maqueda, A.E., Valle, M., Addy, P.H., Antonijoan, R.M., Puntes, M., Coimbra, J., Ballester, M.R., Garrido, M., GonzÃ¡lez, M., Claramunt, J., Barker, S., Lomnicka, I., Waguespack, M., Johnson, M.W., Griffiths, R.R. & Riba, J. (2016) Naltrexone but Not Ketanserin Antagonizes the Subjective, Cardiovascular, and Neuroendocrine Effects of Salvinorin-A in Humans. The international journal of neuropsychopharmacology, 7, .","BACKGROUND: Salvinorin-A is a terpene found in the leaves of the plant Salvia
divinorum. When administered to humans, salvinorin-A induces an intense but
short-lasting modified state of awareness, sharing features with those induced by
the classical serotonin-2A receptor agonist psychedelics. However, unlike
substances such as psilocybin or mescaline, salvinorin-A shows agonist activity
at the kappa-opioid receptor rather than at the serotonin-2A receptor. Here, we
assessed the involvement of kappa-opioid receptor and serotonin-2A agonism in the
subjective, cardiovascular, and neuroendocrine effects of salvinorin-A in humans.
METHODS: We conducted a placebo-controlled, randomized, double-blind study with 2
groups of 12 healthy volunteers with experience with psychedelic drugs. There
were 4 experimental sessions. In group 1, participants received the following
treatment combinations: placebo+placebo, placebo+salvinorin-A,
naltrexone+placebo, and naltrexone+salvinorin-A. Naltrexone, a nonspecific opioid
receptor antagonist, was administered at a dose of 50mg orally. In group 2,
participants received the treatment combinations: placebo+placebo,
placebo+salvinorin-A, ketanserin+placebo, and ketanserin+salvinorin-A.
Ketanserin, a selective serotonin-2A antagonist, was administered at a dose of
40mg orally.
RESULTS: Inhalation of 1mg of vaporized salvinorin-A led to maximum plasma
concentrations at 1 and 2 minutes after dosing. When administered alone,
salvinorin-A severely reduced external sensory perception and induced intense
visual and auditory modifications, increased systolic blood pressure, and
cortisol and prolactin release. These effects were effectively blocked by
naltrexone, but not by ketanserin.
CONCLUSIONS: Results support kappa opioid receptor agonism as the mechanism of
action underlying the subjective and physiological effects of salvinorin-A in
humans and rule out the involvement of a serotonin-2A-mediated mechanism.",NULL,50,mg,"Group 1 treatment combinations: placebo + placebo, placebo + salvinorin-A, naltrexone + placebo, and naltrexone + salvinorin-A. Salvinorin-A was inhaled, naltrexone taken orally. Salvinorin-A was inhaled 1h after naltrexone. ""Oral capsules were prepared
containing either 50mg naltrexone, 40mg ketanserin, or lactose
placebo."" ""Thesecapsules were administered 1 hour prior to salvinorin-A vapori-zation and inhalation...""",Naltrexone,oral,0.90,0.48,0.10,0.17,0.47,0.91,0.17,0.32,0.19,0.30,1.32,0.98
