experiment_id,nr_of_subjects,is_control,questionnaire_applied_after,reference_of_experience,subject_health,quest_abbreviation,pubmed_id,doi,main_author,date_published,reference_text,abstract_text,paper_link,dosage_quantity,dosage_unit,info_induction,induction_method,injection_method,Dread_of_Ego_Dissolution_mean,Dread_of_Ego_Dissolution_std,Oceanic_Boundlessness_mean,Oceanic_Boundlessness_std,Visionary_Restructuralization_mean,Visionary_Restructuralization_std
361,8,0,2-60,NULL,healthy,APZ(3D),23135605,10.1007/s00213-012-2912-9,"MacLean KA","2013 Mar","MacLean, K.A., Johnson, M.W., Reissig, C.J., Prisinzano, T.E. & Griffiths, R.R. (2013) Dose-related effects of salvinorin A in humans: dissociative, hallucinogenic, and memory effects. Psychopharmacology, 2, 381-92.","RATIONALE: Salvinorin A is a kappa opioid agonist and the principal psychoactive 
constituent of the plant Salvia divinorum, which has increased in popularity as a
recreational drug over the past decade. Few human studies have examined
salvinorin A.
OBJECTIVE: This double-blind, placebo-controlled study evaluated the dose-related
effects of inhaled salvinorin A in individuals with histories of hallucinogen
use.
METHODS: Eight healthy hallucinogen-using adults inhaled up to 16 doses of
salvinorin A (0.375-21Â Î¼g/kg) in ascending order. Physiological, behavioral, and 
subjective effects were assessed every 2Â min for 60Â min after administration.
Qualitative subjective effects were assessed retrospectively via questionnaires
at the end of sessions. Persisting effects were assessed 1Â month later.
RESULTS: Orderly dose-related effects peaked at 2Â min and then rapidly
dissipated, replicating previous findings. Subjective effects were intense, with 
maximal drug strength ratings or unresponsiveness frequently observed at high
doses. Questionnaires assessing qualitative effects (Hallucinogen Rating Scale,
Pharmacological Class Questionnaire) suggested some overlap with serotonergically
mediated classic hallucinogens. Salvinorin A also produced dose-related
dissociative effects and impairments in recall/recognition memory. At 1-month
follow-up, there was no evidence of persisting adverse effects. Participants
reported that salvinorin A effects were qualitatively different from other drugs.
CONCLUSIONS: Salvinorin A produces a unique profile of subjective and cognitive
effects, including strong dissociative effects and memory impairment, which only 
partially overlap with classic hallucinogen effects. Along with nonhuman studies 
of salvinorin A, these results are important for understanding the neurobiology
of the kappa opioid system and may ultimately have important therapeutic
applications.",NULL,18,μg/kg," participants inhaled up to 16 doses of salvinorin in ascending order",Salvinorin-A,inhalation,3.13,NULL,5.50,NULL,4.00,NULL
362,8,0,2-60,NULL,healthy,APZ(3D),23135605,10.1007/s00213-012-2912-9,"MacLean KA","2013 Mar","MacLean, K.A., Johnson, M.W., Reissig, C.J., Prisinzano, T.E. & Griffiths, R.R. (2013) Dose-related effects of salvinorin A in humans: dissociative, hallucinogenic, and memory effects. Psychopharmacology, 2, 381-92.","RATIONALE: Salvinorin A is a kappa opioid agonist and the principal psychoactive 
constituent of the plant Salvia divinorum, which has increased in popularity as a
recreational drug over the past decade. Few human studies have examined
salvinorin A.
OBJECTIVE: This double-blind, placebo-controlled study evaluated the dose-related
effects of inhaled salvinorin A in individuals with histories of hallucinogen
use.
METHODS: Eight healthy hallucinogen-using adults inhaled up to 16 doses of
salvinorin A (0.375-21Â Î¼g/kg) in ascending order. Physiological, behavioral, and 
subjective effects were assessed every 2Â min for 60Â min after administration.
Qualitative subjective effects were assessed retrospectively via questionnaires
at the end of sessions. Persisting effects were assessed 1Â month later.
RESULTS: Orderly dose-related effects peaked at 2Â min and then rapidly
dissipated, replicating previous findings. Subjective effects were intense, with 
maximal drug strength ratings or unresponsiveness frequently observed at high
doses. Questionnaires assessing qualitative effects (Hallucinogen Rating Scale,
Pharmacological Class Questionnaire) suggested some overlap with serotonergically
mediated classic hallucinogens. Salvinorin A also produced dose-related
dissociative effects and impairments in recall/recognition memory. At 1-month
follow-up, there was no evidence of persisting adverse effects. Participants
reported that salvinorin A effects were qualitatively different from other drugs.
CONCLUSIONS: Salvinorin A produces a unique profile of subjective and cognitive
effects, including strong dissociative effects and memory impairment, which only 
partially overlap with classic hallucinogen effects. Along with nonhuman studies 
of salvinorin A, these results are important for understanding the neurobiology
of the kappa opioid system and may ultimately have important therapeutic
applications.",NULL,19.5,μg/kg," participants inhaled up to 16 doses of salvinorin in ascending order",Salvinorin-A,inhalation,2.38,NULL,4.88,NULL,3.00,NULL
363,8,0,2-60,NULL,healthy,APZ(3D),23135605,10.1007/s00213-012-2912-9,"MacLean KA","2013 Mar","MacLean, K.A., Johnson, M.W., Reissig, C.J., Prisinzano, T.E. & Griffiths, R.R. (2013) Dose-related effects of salvinorin A in humans: dissociative, hallucinogenic, and memory effects. Psychopharmacology, 2, 381-92.","RATIONALE: Salvinorin A is a kappa opioid agonist and the principal psychoactive 
constituent of the plant Salvia divinorum, which has increased in popularity as a
recreational drug over the past decade. Few human studies have examined
salvinorin A.
OBJECTIVE: This double-blind, placebo-controlled study evaluated the dose-related
effects of inhaled salvinorin A in individuals with histories of hallucinogen
use.
METHODS: Eight healthy hallucinogen-using adults inhaled up to 16 doses of
salvinorin A (0.375-21Â Î¼g/kg) in ascending order. Physiological, behavioral, and 
subjective effects were assessed every 2Â min for 60Â min after administration.
Qualitative subjective effects were assessed retrospectively via questionnaires
at the end of sessions. Persisting effects were assessed 1Â month later.
RESULTS: Orderly dose-related effects peaked at 2Â min and then rapidly
dissipated, replicating previous findings. Subjective effects were intense, with 
maximal drug strength ratings or unresponsiveness frequently observed at high
doses. Questionnaires assessing qualitative effects (Hallucinogen Rating Scale,
Pharmacological Class Questionnaire) suggested some overlap with serotonergically
mediated classic hallucinogens. Salvinorin A also produced dose-related
dissociative effects and impairments in recall/recognition memory. At 1-month
follow-up, there was no evidence of persisting adverse effects. Participants
reported that salvinorin A effects were qualitatively different from other drugs.
CONCLUSIONS: Salvinorin A produces a unique profile of subjective and cognitive
effects, including strong dissociative effects and memory impairment, which only 
partially overlap with classic hallucinogen effects. Along with nonhuman studies 
of salvinorin A, these results are important for understanding the neurobiology
of the kappa opioid system and may ultimately have important therapeutic
applications.",NULL,0.375,μg/kg," participants inhaled up to 16 doses of salvinorin in ascending order",Salvinorin-A,inhalation,0.00,NULL,0.88,NULL,0.25,NULL
364,8,0,2-60,NULL,healthy,APZ(3D),23135605,10.1007/s00213-012-2912-9,"MacLean KA","2013 Mar","MacLean, K.A., Johnson, M.W., Reissig, C.J., Prisinzano, T.E. & Griffiths, R.R. (2013) Dose-related effects of salvinorin A in humans: dissociative, hallucinogenic, and memory effects. Psychopharmacology, 2, 381-92.","RATIONALE: Salvinorin A is a kappa opioid agonist and the principal psychoactive 
constituent of the plant Salvia divinorum, which has increased in popularity as a
recreational drug over the past decade. Few human studies have examined
salvinorin A.
OBJECTIVE: This double-blind, placebo-controlled study evaluated the dose-related
effects of inhaled salvinorin A in individuals with histories of hallucinogen
use.
METHODS: Eight healthy hallucinogen-using adults inhaled up to 16 doses of
salvinorin A (0.375-21Â Î¼g/kg) in ascending order. Physiological, behavioral, and 
subjective effects were assessed every 2Â min for 60Â min after administration.
Qualitative subjective effects were assessed retrospectively via questionnaires
at the end of sessions. Persisting effects were assessed 1Â month later.
RESULTS: Orderly dose-related effects peaked at 2Â min and then rapidly
dissipated, replicating previous findings. Subjective effects were intense, with 
maximal drug strength ratings or unresponsiveness frequently observed at high
doses. Questionnaires assessing qualitative effects (Hallucinogen Rating Scale,
Pharmacological Class Questionnaire) suggested some overlap with serotonergically
mediated classic hallucinogens. Salvinorin A also produced dose-related
dissociative effects and impairments in recall/recognition memory. At 1-month
follow-up, there was no evidence of persisting adverse effects. Participants
reported that salvinorin A effects were qualitatively different from other drugs.
CONCLUSIONS: Salvinorin A produces a unique profile of subjective and cognitive
effects, including strong dissociative effects and memory impairment, which only 
partially overlap with classic hallucinogen effects. Along with nonhuman studies 
of salvinorin A, these results are important for understanding the neurobiology
of the kappa opioid system and may ultimately have important therapeutic
applications.",NULL,0.75,μg/kg," participants inhaled up to 16 doses of salvinorin in ascending order",Salvinorin-A,inhalation,0.13,NULL,0.25,NULL,0.75,NULL
365,8,0,2-60,NULL,healthy,APZ(3D),23135605,10.1007/s00213-012-2912-9,"MacLean KA","2013 Mar","MacLean, K.A., Johnson, M.W., Reissig, C.J., Prisinzano, T.E. & Griffiths, R.R. (2013) Dose-related effects of salvinorin A in humans: dissociative, hallucinogenic, and memory effects. Psychopharmacology, 2, 381-92.","RATIONALE: Salvinorin A is a kappa opioid agonist and the principal psychoactive 
constituent of the plant Salvia divinorum, which has increased in popularity as a
recreational drug over the past decade. Few human studies have examined
salvinorin A.
OBJECTIVE: This double-blind, placebo-controlled study evaluated the dose-related
effects of inhaled salvinorin A in individuals with histories of hallucinogen
use.
METHODS: Eight healthy hallucinogen-using adults inhaled up to 16 doses of
salvinorin A (0.375-21Â Î¼g/kg) in ascending order. Physiological, behavioral, and 
subjective effects were assessed every 2Â min for 60Â min after administration.
Qualitative subjective effects were assessed retrospectively via questionnaires
at the end of sessions. Persisting effects were assessed 1Â month later.
RESULTS: Orderly dose-related effects peaked at 2Â min and then rapidly
dissipated, replicating previous findings. Subjective effects were intense, with 
maximal drug strength ratings or unresponsiveness frequently observed at high
doses. Questionnaires assessing qualitative effects (Hallucinogen Rating Scale,
Pharmacological Class Questionnaire) suggested some overlap with serotonergically
mediated classic hallucinogens. Salvinorin A also produced dose-related
dissociative effects and impairments in recall/recognition memory. At 1-month
follow-up, there was no evidence of persisting adverse effects. Participants
reported that salvinorin A effects were qualitatively different from other drugs.
CONCLUSIONS: Salvinorin A produces a unique profile of subjective and cognitive
effects, including strong dissociative effects and memory impairment, which only 
partially overlap with classic hallucinogen effects. Along with nonhuman studies 
of salvinorin A, these results are important for understanding the neurobiology
of the kappa opioid system and may ultimately have important therapeutic
applications.",NULL,1.5,μg/kg," participants inhaled up to 16 doses of salvinorin in ascending order",Salvinorin-A,inhalation,1.13,NULL,1.63,NULL,0.50,NULL
366,8,0,2-60,NULL,healthy,APZ(3D),23135605,10.1007/s00213-012-2912-9,"MacLean KA","2013 Mar","MacLean, K.A., Johnson, M.W., Reissig, C.J., Prisinzano, T.E. & Griffiths, R.R. (2013) Dose-related effects of salvinorin A in humans: dissociative, hallucinogenic, and memory effects. Psychopharmacology, 2, 381-92.","RATIONALE: Salvinorin A is a kappa opioid agonist and the principal psychoactive 
constituent of the plant Salvia divinorum, which has increased in popularity as a
recreational drug over the past decade. Few human studies have examined
salvinorin A.
OBJECTIVE: This double-blind, placebo-controlled study evaluated the dose-related
effects of inhaled salvinorin A in individuals with histories of hallucinogen
use.
METHODS: Eight healthy hallucinogen-using adults inhaled up to 16 doses of
salvinorin A (0.375-21Â Î¼g/kg) in ascending order. Physiological, behavioral, and 
subjective effects were assessed every 2Â min for 60Â min after administration.
Qualitative subjective effects were assessed retrospectively via questionnaires
at the end of sessions. Persisting effects were assessed 1Â month later.
RESULTS: Orderly dose-related effects peaked at 2Â min and then rapidly
dissipated, replicating previous findings. Subjective effects were intense, with 
maximal drug strength ratings or unresponsiveness frequently observed at high
doses. Questionnaires assessing qualitative effects (Hallucinogen Rating Scale,
Pharmacological Class Questionnaire) suggested some overlap with serotonergically
mediated classic hallucinogens. Salvinorin A also produced dose-related
dissociative effects and impairments in recall/recognition memory. At 1-month
follow-up, there was no evidence of persisting adverse effects. Participants
reported that salvinorin A effects were qualitatively different from other drugs.
CONCLUSIONS: Salvinorin A produces a unique profile of subjective and cognitive
effects, including strong dissociative effects and memory impairment, which only 
partially overlap with classic hallucinogen effects. Along with nonhuman studies 
of salvinorin A, these results are important for understanding the neurobiology
of the kappa opioid system and may ultimately have important therapeutic
applications.",NULL,3,μg/kg," participants inhaled up to 16 doses of salvinorin in ascending order",Salvinorin-A,inhalation,1.50,NULL,2.50,NULL,0.75,NULL
367,8,0,2-60,NULL,healthy,APZ(3D),23135605,10.1007/s00213-012-2912-9,"MacLean KA","2013 Mar","MacLean, K.A., Johnson, M.W., Reissig, C.J., Prisinzano, T.E. & Griffiths, R.R. (2013) Dose-related effects of salvinorin A in humans: dissociative, hallucinogenic, and memory effects. Psychopharmacology, 2, 381-92.","RATIONALE: Salvinorin A is a kappa opioid agonist and the principal psychoactive 
constituent of the plant Salvia divinorum, which has increased in popularity as a
recreational drug over the past decade. Few human studies have examined
salvinorin A.
OBJECTIVE: This double-blind, placebo-controlled study evaluated the dose-related
effects of inhaled salvinorin A in individuals with histories of hallucinogen
use.
METHODS: Eight healthy hallucinogen-using adults inhaled up to 16 doses of
salvinorin A (0.375-21Â Î¼g/kg) in ascending order. Physiological, behavioral, and 
subjective effects were assessed every 2Â min for 60Â min after administration.
Qualitative subjective effects were assessed retrospectively via questionnaires
at the end of sessions. Persisting effects were assessed 1Â month later.
RESULTS: Orderly dose-related effects peaked at 2Â min and then rapidly
dissipated, replicating previous findings. Subjective effects were intense, with 
maximal drug strength ratings or unresponsiveness frequently observed at high
doses. Questionnaires assessing qualitative effects (Hallucinogen Rating Scale,
Pharmacological Class Questionnaire) suggested some overlap with serotonergically
mediated classic hallucinogens. Salvinorin A also produced dose-related
dissociative effects and impairments in recall/recognition memory. At 1-month
follow-up, there was no evidence of persisting adverse effects. Participants
reported that salvinorin A effects were qualitatively different from other drugs.
CONCLUSIONS: Salvinorin A produces a unique profile of subjective and cognitive
effects, including strong dissociative effects and memory impairment, which only 
partially overlap with classic hallucinogen effects. Along with nonhuman studies 
of salvinorin A, these results are important for understanding the neurobiology
of the kappa opioid system and may ultimately have important therapeutic
applications.",NULL,4.5,μg/kg," participants inhaled up to 16 doses of salvinorin in ascending order",Salvinorin-A,inhalation,2.38,NULL,4.00,NULL,2.63,NULL
368,8,0,2-60,NULL,healthy,APZ(3D),23135605,10.1007/s00213-012-2912-9,"MacLean KA","2013 Mar","MacLean, K.A., Johnson, M.W., Reissig, C.J., Prisinzano, T.E. & Griffiths, R.R. (2013) Dose-related effects of salvinorin A in humans: dissociative, hallucinogenic, and memory effects. Psychopharmacology, 2, 381-92.","RATIONALE: Salvinorin A is a kappa opioid agonist and the principal psychoactive 
constituent of the plant Salvia divinorum, which has increased in popularity as a
recreational drug over the past decade. Few human studies have examined
salvinorin A.
OBJECTIVE: This double-blind, placebo-controlled study evaluated the dose-related
effects of inhaled salvinorin A in individuals with histories of hallucinogen
use.
METHODS: Eight healthy hallucinogen-using adults inhaled up to 16 doses of
salvinorin A (0.375-21Â Î¼g/kg) in ascending order. Physiological, behavioral, and 
subjective effects were assessed every 2Â min for 60Â min after administration.
Qualitative subjective effects were assessed retrospectively via questionnaires
at the end of sessions. Persisting effects were assessed 1Â month later.
RESULTS: Orderly dose-related effects peaked at 2Â min and then rapidly
dissipated, replicating previous findings. Subjective effects were intense, with 
maximal drug strength ratings or unresponsiveness frequently observed at high
doses. Questionnaires assessing qualitative effects (Hallucinogen Rating Scale,
Pharmacological Class Questionnaire) suggested some overlap with serotonergically
mediated classic hallucinogens. Salvinorin A also produced dose-related
dissociative effects and impairments in recall/recognition memory. At 1-month
follow-up, there was no evidence of persisting adverse effects. Participants
reported that salvinorin A effects were qualitatively different from other drugs.
CONCLUSIONS: Salvinorin A produces a unique profile of subjective and cognitive
effects, including strong dissociative effects and memory impairment, which only 
partially overlap with classic hallucinogen effects. Along with nonhuman studies 
of salvinorin A, these results are important for understanding the neurobiology
of the kappa opioid system and may ultimately have important therapeutic
applications.",NULL,6,μg/kg," participants inhaled up to 16 doses of salvinorin in ascending order",Salvinorin-A,inhalation,2.50,NULL,2.75,NULL,2.88,NULL
369,8,0,2-60,NULL,healthy,APZ(3D),23135605,10.1007/s00213-012-2912-9,"MacLean KA","2013 Mar","MacLean, K.A., Johnson, M.W., Reissig, C.J., Prisinzano, T.E. & Griffiths, R.R. (2013) Dose-related effects of salvinorin A in humans: dissociative, hallucinogenic, and memory effects. Psychopharmacology, 2, 381-92.","RATIONALE: Salvinorin A is a kappa opioid agonist and the principal psychoactive 
constituent of the plant Salvia divinorum, which has increased in popularity as a
recreational drug over the past decade. Few human studies have examined
salvinorin A.
OBJECTIVE: This double-blind, placebo-controlled study evaluated the dose-related
effects of inhaled salvinorin A in individuals with histories of hallucinogen
use.
METHODS: Eight healthy hallucinogen-using adults inhaled up to 16 doses of
salvinorin A (0.375-21Â Î¼g/kg) in ascending order. Physiological, behavioral, and 
subjective effects were assessed every 2Â min for 60Â min after administration.
Qualitative subjective effects were assessed retrospectively via questionnaires
at the end of sessions. Persisting effects were assessed 1Â month later.
RESULTS: Orderly dose-related effects peaked at 2Â min and then rapidly
dissipated, replicating previous findings. Subjective effects were intense, with 
maximal drug strength ratings or unresponsiveness frequently observed at high
doses. Questionnaires assessing qualitative effects (Hallucinogen Rating Scale,
Pharmacological Class Questionnaire) suggested some overlap with serotonergically
mediated classic hallucinogens. Salvinorin A also produced dose-related
dissociative effects and impairments in recall/recognition memory. At 1-month
follow-up, there was no evidence of persisting adverse effects. Participants
reported that salvinorin A effects were qualitatively different from other drugs.
CONCLUSIONS: Salvinorin A produces a unique profile of subjective and cognitive
effects, including strong dissociative effects and memory impairment, which only 
partially overlap with classic hallucinogen effects. Along with nonhuman studies 
of salvinorin A, these results are important for understanding the neurobiology
of the kappa opioid system and may ultimately have important therapeutic
applications.",NULL,7.5,μg/kg," participants inhaled up to 16 doses of salvinorin in ascending order",Salvinorin-A,inhalation,1.38,NULL,4.38,NULL,2.63,NULL
370,8,0,2-60,NULL,healthy,APZ(3D),23135605,10.1007/s00213-012-2912-9,"MacLean KA","2013 Mar","MacLean, K.A., Johnson, M.W., Reissig, C.J., Prisinzano, T.E. & Griffiths, R.R. (2013) Dose-related effects of salvinorin A in humans: dissociative, hallucinogenic, and memory effects. Psychopharmacology, 2, 381-92.","RATIONALE: Salvinorin A is a kappa opioid agonist and the principal psychoactive 
constituent of the plant Salvia divinorum, which has increased in popularity as a
recreational drug over the past decade. Few human studies have examined
salvinorin A.
OBJECTIVE: This double-blind, placebo-controlled study evaluated the dose-related
effects of inhaled salvinorin A in individuals with histories of hallucinogen
use.
METHODS: Eight healthy hallucinogen-using adults inhaled up to 16 doses of
salvinorin A (0.375-21Â Î¼g/kg) in ascending order. Physiological, behavioral, and 
subjective effects were assessed every 2Â min for 60Â min after administration.
Qualitative subjective effects were assessed retrospectively via questionnaires
at the end of sessions. Persisting effects were assessed 1Â month later.
RESULTS: Orderly dose-related effects peaked at 2Â min and then rapidly
dissipated, replicating previous findings. Subjective effects were intense, with 
maximal drug strength ratings or unresponsiveness frequently observed at high
doses. Questionnaires assessing qualitative effects (Hallucinogen Rating Scale,
Pharmacological Class Questionnaire) suggested some overlap with serotonergically
mediated classic hallucinogens. Salvinorin A also produced dose-related
dissociative effects and impairments in recall/recognition memory. At 1-month
follow-up, there was no evidence of persisting adverse effects. Participants
reported that salvinorin A effects were qualitatively different from other drugs.
CONCLUSIONS: Salvinorin A produces a unique profile of subjective and cognitive
effects, including strong dissociative effects and memory impairment, which only 
partially overlap with classic hallucinogen effects. Along with nonhuman studies 
of salvinorin A, these results are important for understanding the neurobiology
of the kappa opioid system and may ultimately have important therapeutic
applications.",NULL,9,μg/kg," participants inhaled up to 16 doses of salvinorin in ascending order",Salvinorin-A,inhalation,2.50,NULL,2.88,NULL,2.13,NULL
387,18,0,420,NULL,healthy,APZ(3D),21674151,10.1007/s00213-011-2358-5,"Griffiths RR","2011 Dec","Griffiths, R.R., Johnson, M.W., Richards, W.A., Richards, B.D., McCann, U. & Jesse, R. (2011) Psilocybin occasioned mystical-type experiences: immediate and persisting dose-related effects. Psychopharmacology, 4, 649-65.","RATIONALE: This dose-effect study extends previous observations showing that
psilocybin can occasion mystical-type experiences having persisting positive
effects on attitudes, mood, and behavior.
OBJECTIVES: This double-blind study evaluated psilocybin (0, 5, 10, 20, 30 mg/70 
kg, p.o.) administered under supportive conditions.
METHODS: Participants were 18 adults (17 hallucinogen-naÃ¯ve). Five 8-h sessions
were conducted individually for each participant at 1-month intervals.
Participants were randomized to receive the four active doses in either ascending
or descending order (nine participants each). Placebo was scheduled
quasi-randomly. During sessions, volunteers used eyeshades and were instructed to
direct their attention inward. Volunteers completed questionnaires assessing
effects immediately after and 1 month after each session, and at 14 months
follow-up.
RESULTS: Psilocybin produced acute perceptual and subjective effects including,
at 20 and/or 30 mg/70 kg, extreme anxiety/fear (39% of volunteers) and/or
mystical-type experience (72% of volunteers). One month after sessions at the two
highest doses, volunteers rated the psilocybin experience as having substantial
personal and spiritual significance, and attributed to the experience sustained
positive changes in attitudes, mood, and behavior, with the ascending dose
sequence showing greater positive effects. At 14 months, ratings were
undiminished and were consistent with changes rated by community observers. Both 
the acute and persisting effects of psilocybin were generally a monotonically
increasing function of dose, with the lowest dose showing significant effects.
CONCLUSIONS: Under supportive conditions, 20 and 30 mg/70 kg psilocybin
occasioned mystical-type experiences having persisting positive effects on
attitudes, mood, and behavior. Implications for therapeutic trials are discussed.",NULL,5,mg/70kg,"Psilocybin doses and placebo (0 mg/70 kg) were prepared in identically-appearing opaque,size 0 gelatin capsules, with lactose as the inactive capsule filler. On each session, a single capsule was administered with 180 ml water.
",Psilocybin,capsule,2.50,3.35,5.72,3.22,6.06,3.48
388,18,0,420,NULL,healthy,APZ(3D),21674151,10.1007/s00213-011-2358-5,"Griffiths RR","2011 Dec","Griffiths, R.R., Johnson, M.W., Richards, W.A., Richards, B.D., McCann, U. & Jesse, R. (2011) Psilocybin occasioned mystical-type experiences: immediate and persisting dose-related effects. Psychopharmacology, 4, 649-65.","RATIONALE: This dose-effect study extends previous observations showing that
psilocybin can occasion mystical-type experiences having persisting positive
effects on attitudes, mood, and behavior.
OBJECTIVES: This double-blind study evaluated psilocybin (0, 5, 10, 20, 30 mg/70 
kg, p.o.) administered under supportive conditions.
METHODS: Participants were 18 adults (17 hallucinogen-naÃ¯ve). Five 8-h sessions
were conducted individually for each participant at 1-month intervals.
Participants were randomized to receive the four active doses in either ascending
or descending order (nine participants each). Placebo was scheduled
quasi-randomly. During sessions, volunteers used eyeshades and were instructed to
direct their attention inward. Volunteers completed questionnaires assessing
effects immediately after and 1 month after each session, and at 14 months
follow-up.
RESULTS: Psilocybin produced acute perceptual and subjective effects including,
at 20 and/or 30 mg/70 kg, extreme anxiety/fear (39% of volunteers) and/or
mystical-type experience (72% of volunteers). One month after sessions at the two
highest doses, volunteers rated the psilocybin experience as having substantial
personal and spiritual significance, and attributed to the experience sustained
positive changes in attitudes, mood, and behavior, with the ascending dose
sequence showing greater positive effects. At 14 months, ratings were
undiminished and were consistent with changes rated by community observers. Both 
the acute and persisting effects of psilocybin were generally a monotonically
increasing function of dose, with the lowest dose showing significant effects.
CONCLUSIONS: Under supportive conditions, 20 and 30 mg/70 kg psilocybin
occasioned mystical-type experiences having persisting positive effects on
attitudes, mood, and behavior. Implications for therapeutic trials are discussed.",NULL,10,mg/70kg,"Psilocybin doses and placebo (0 mg/70 kg) were prepared in identically-appearing opaque,size 0 gelatin capsules, with lactose as the inactive capsule filler. On each session, a single capsule was administered with 180 ml water.
",Psilocybin,capsule,3.11,2.76,5.89,3.22,7.28,2.72
389,18,0,420,NULL,healthy,APZ(3D),21674151,10.1007/s00213-011-2358-5,"Griffiths RR","2011 Dec","Griffiths, R.R., Johnson, M.W., Richards, W.A., Richards, B.D., McCann, U. & Jesse, R. (2011) Psilocybin occasioned mystical-type experiences: immediate and persisting dose-related effects. Psychopharmacology, 4, 649-65.","RATIONALE: This dose-effect study extends previous observations showing that
psilocybin can occasion mystical-type experiences having persisting positive
effects on attitudes, mood, and behavior.
OBJECTIVES: This double-blind study evaluated psilocybin (0, 5, 10, 20, 30 mg/70 
kg, p.o.) administered under supportive conditions.
METHODS: Participants were 18 adults (17 hallucinogen-naÃ¯ve). Five 8-h sessions
were conducted individually for each participant at 1-month intervals.
Participants were randomized to receive the four active doses in either ascending
or descending order (nine participants each). Placebo was scheduled
quasi-randomly. During sessions, volunteers used eyeshades and were instructed to
direct their attention inward. Volunteers completed questionnaires assessing
effects immediately after and 1 month after each session, and at 14 months
follow-up.
RESULTS: Psilocybin produced acute perceptual and subjective effects including,
at 20 and/or 30 mg/70 kg, extreme anxiety/fear (39% of volunteers) and/or
mystical-type experience (72% of volunteers). One month after sessions at the two
highest doses, volunteers rated the psilocybin experience as having substantial
personal and spiritual significance, and attributed to the experience sustained
positive changes in attitudes, mood, and behavior, with the ascending dose
sequence showing greater positive effects. At 14 months, ratings were
undiminished and were consistent with changes rated by community observers. Both 
the acute and persisting effects of psilocybin were generally a monotonically
increasing function of dose, with the lowest dose showing significant effects.
CONCLUSIONS: Under supportive conditions, 20 and 30 mg/70 kg psilocybin
occasioned mystical-type experiences having persisting positive effects on
attitudes, mood, and behavior. Implications for therapeutic trials are discussed.",NULL,20,mg/70kg,"Psilocybin doses and placebo (0 mg/70 kg) were prepared in identically-appearing opaque,size 0 gelatin capsules, with lactose as the inactive capsule filler. On each session, a single capsule was administered with 180 ml water.
",Psilocybin,capsule,4.17,2.59,7.22,2.97,7.67,2.88
390,18,0,420,NULL,healthy,APZ(3D),21674151,10.1007/s00213-011-2358-5,"Griffiths RR","2011 Dec","Griffiths, R.R., Johnson, M.W., Richards, W.A., Richards, B.D., McCann, U. & Jesse, R. (2011) Psilocybin occasioned mystical-type experiences: immediate and persisting dose-related effects. Psychopharmacology, 4, 649-65.","RATIONALE: This dose-effect study extends previous observations showing that
psilocybin can occasion mystical-type experiences having persisting positive
effects on attitudes, mood, and behavior.
OBJECTIVES: This double-blind study evaluated psilocybin (0, 5, 10, 20, 30 mg/70 
kg, p.o.) administered under supportive conditions.
METHODS: Participants were 18 adults (17 hallucinogen-naÃ¯ve). Five 8-h sessions
were conducted individually for each participant at 1-month intervals.
Participants were randomized to receive the four active doses in either ascending
or descending order (nine participants each). Placebo was scheduled
quasi-randomly. During sessions, volunteers used eyeshades and were instructed to
direct their attention inward. Volunteers completed questionnaires assessing
effects immediately after and 1 month after each session, and at 14 months
follow-up.
RESULTS: Psilocybin produced acute perceptual and subjective effects including,
at 20 and/or 30 mg/70 kg, extreme anxiety/fear (39% of volunteers) and/or
mystical-type experience (72% of volunteers). One month after sessions at the two
highest doses, volunteers rated the psilocybin experience as having substantial
personal and spiritual significance, and attributed to the experience sustained
positive changes in attitudes, mood, and behavior, with the ascending dose
sequence showing greater positive effects. At 14 months, ratings were
undiminished and were consistent with changes rated by community observers. Both 
the acute and persisting effects of psilocybin were generally a monotonically
increasing function of dose, with the lowest dose showing significant effects.
CONCLUSIONS: Under supportive conditions, 20 and 30 mg/70 kg psilocybin
occasioned mystical-type experiences having persisting positive effects on
attitudes, mood, and behavior. Implications for therapeutic trials are discussed.",NULL,30,mg/70kg,"Psilocybin doses and placebo (0 mg/70 kg) were prepared in identically-appearing opaque,size 0 gelatin capsules, with lactose as the inactive capsule filler. On each session, a single capsule was administered with 180 ml water.
",Psilocybin,capsule,4.89,3.56,8.33,3.10,8.44,3.48
